repo,issue_number,primary_gesture,tier,matched_raw,url,state
keiyoushi/extensions-source,17017,none,none,,https://github.com/keiyoushi/extensions-source/issues/17017,closed
keiyoushi/extensions-source,17008,none,none,,https://github.com/keiyoushi/extensions-source/issues/17008,open
keiyoushi/extensions-source,17025,none,none,,https://github.com/keiyoushi/extensions-source/issues/17025,open
keiyoushi/extensions-source,16965,none,none,,https://github.com/keiyoushi/extensions-source/issues/16965,closed
keiyoushi/extensions-source,17012,none,none,,https://github.com/keiyoushi/extensions-source/issues/17012,closed
keiyoushi/extensions-source,17021,none,none,,https://github.com/keiyoushi/extensions-source/issues/17021,open
keiyoushi/extensions-source,17020,none,none,,https://github.com/keiyoushi/extensions-source/issues/17020,closed
keiyoushi/extensions-source,16818,none,none,,https://github.com/keiyoushi/extensions-source/issues/16818,closed
keiyoushi/extensions-source,16950,none,none,,https://github.com/keiyoushi/extensions-source/issues/16950,closed
keiyoushi/extensions-source,16951,none,none,,https://github.com/keiyoushi/extensions-source/issues/16951,closed
keiyoushi/extensions-source,16955,none,none,,https://github.com/keiyoushi/extensions-source/issues/16955,closed
keiyoushi/extensions-source,16958,none,none,,https://github.com/keiyoushi/extensions-source/issues/16958,closed
fibelatti/photo-widget,330,none,none,,https://github.com/fibelatti/photo-widget/issues/330,closed
fibelatti/photo-widget,278,none,none,,https://github.com/fibelatti/photo-widget/issues/278,closed
fibelatti/photo-widget,266,none,none,,https://github.com/fibelatti/photo-widget/issues/266,closed
fibelatti/photo-widget,168,none,none,,https://github.com/fibelatti/photo-widget/issues/168,closed
fibelatti/photo-widget,181,none,none,,https://github.com/fibelatti/photo-widget/issues/181,closed
fibelatti/photo-widget,124,none,none,,https://github.com/fibelatti/photo-widget/issues/124,closed
fibelatti/photo-widget,163,none,none,,https://github.com/fibelatti/photo-widget/issues/163,closed
fibelatti/photo-widget,142,none,none,,https://github.com/fibelatti/photo-widget/issues/142,closed
fibelatti/photo-widget,123,none,none,,https://github.com/fibelatti/photo-widget/issues/123,closed
fibelatti/photo-widget,126,none,none,,https://github.com/fibelatti/photo-widget/issues/126,closed
fibelatti/photo-widget,129,none,none,,https://github.com/fibelatti/photo-widget/issues/129,closed
fibelatti/photo-widget,116,none,none,,https://github.com/fibelatti/photo-widget/issues/116,closed
fibelatti/photo-widget,93,none,none,,https://github.com/fibelatti/photo-widget/issues/93,closed
fibelatti/photo-widget,24,orientation,simple,orientation,https://github.com/fibelatti/photo-widget/issues/24,closed
premnirmal/StockTicker,480,none,none,,https://github.com/premnirmal/StockTicker/issues/480,closed
premnirmal/StockTicker,406,none,none,,https://github.com/premnirmal/StockTicker/issues/406,closed
premnirmal/StockTicker,450,scroll,simple,scroll,https://github.com/premnirmal/StockTicker/issues/450,closed
premnirmal/StockTicker,440,scroll,simple,scroll,https://github.com/premnirmal/StockTicker/issues/440,open
premnirmal/StockTicker,444,none,none,,https://github.com/premnirmal/StockTicker/issues/444,open
premnirmal/StockTicker,445,none,none,,https://github.com/premnirmal/StockTicker/issues/445,closed
premnirmal/StockTicker,427,none,none,,https://github.com/premnirmal/StockTicker/issues/427,closed
premnirmal/StockTicker,439,scroll,simple,scroll,https://github.com/premnirmal/StockTicker/issues/439,closed
premnirmal/StockTicker,429,none,none,,https://github.com/premnirmal/StockTicker/issues/429,open
premnirmal/StockTicker,438,scroll,simple,scroll,https://github.com/premnirmal/StockTicker/issues/438,closed
premnirmal/StockTicker,435,scroll,simple,scroll,https://github.com/premnirmal/StockTicker/issues/435,closed
premnirmal/StockTicker,413,swipe,simple,swipe,https://github.com/premnirmal/StockTicker/issues/413,closed
premnirmal/StockTicker,430,none,none,,https://github.com/premnirmal/StockTicker/issues/430,closed
premnirmal/StockTicker,428,scroll,simple,scroll,https://github.com/premnirmal/StockTicker/issues/428,closed
premnirmal/StockTicker,424,none,none,,https://github.com/premnirmal/StockTicker/issues/424,closed
nekomangaorg/Neko,3145,none,none,,https://github.com/nekomangaorg/Neko/issues/3145,closed
nekomangaorg/Neko,3149,none,none,,https://github.com/nekomangaorg/Neko/issues/3149,closed
nekomangaorg/Neko,3152,none,none,,https://github.com/nekomangaorg/Neko/issues/3152,closed
nekomangaorg/Neko,3156,none,none,,https://github.com/nekomangaorg/Neko/issues/3156,closed
nekomangaorg/Neko,3175,none,none,,https://github.com/nekomangaorg/Neko/issues/3175,closed
nekomangaorg/Neko,3148,none,none,,https://github.com/nekomangaorg/Neko/issues/3148,open
nekomangaorg/Neko,3154,none,none,,https://github.com/nekomangaorg/Neko/issues/3154,closed
nekomangaorg/Neko,3150,none,none,,https://github.com/nekomangaorg/Neko/issues/3150,closed
nekomangaorg/Neko,3155,none,none,,https://github.com/nekomangaorg/Neko/issues/3155,open
nekomangaorg/Neko,1167,scroll,simple,scroll,https://github.com/nekomangaorg/Neko/issues/1167,closed
nekomangaorg/Neko,319,scroll,simple,scroll,https://github.com/nekomangaorg/Neko/issues/319,closed
nekomangaorg/Neko,2880,none,none,,https://github.com/nekomangaorg/Neko/issues/2880,closed
nekomangaorg/Neko,3037,none,none,,https://github.com/nekomangaorg/Neko/issues/3037,closed
nekomangaorg/Neko,3046,none,none,,https://github.com/nekomangaorg/Neko/issues/3046,closed
nekomangaorg/Neko,3052,none,none,,https://github.com/nekomangaorg/Neko/issues/3052,closed
plainhub/plain-app,324,none,none,,https://github.com/plainhub/plain-app/issues/324,open
plainhub/plain-app,322,none,none,,https://github.com/plainhub/plain-app/issues/322,closed
plainhub/plain-app,320,none,none,,https://github.com/plainhub/plain-app/issues/320,open
plainhub/plain-app,299,none,none,,https://github.com/plainhub/plain-app/issues/299,open
plainhub/plain-app,317,none,none,,https://github.com/plainhub/plain-app/issues/317,closed
plainhub/plain-app,316,none,none,,https://github.com/plainhub/plain-app/issues/316,closed
plainhub/plain-app,315,none,none,,https://github.com/plainhub/plain-app/issues/315,closed
plainhub/plain-app,308,none,none,,https://github.com/plainhub/plain-app/issues/308,closed
plainhub/plain-app,313,none,none,,https://github.com/plainhub/plain-app/issues/313,open
plainhub/plain-app,312,none,none,,https://github.com/plainhub/plain-app/issues/312,closed
plainhub/plain-app,309,none,none,,https://github.com/plainhub/plain-app/issues/309,open
plainhub/plain-app,304,scroll,simple,scroll,https://github.com/plainhub/plain-app/issues/304,closed
plainhub/plain-app,297,scroll,simple,scroll,https://github.com/plainhub/plain-app/issues/297,closed
plainhub/plain-app,291,none,none,,https://github.com/plainhub/plain-app/issues/291,closed
plainhub/plain-app,278,none,none,,https://github.com/plainhub/plain-app/issues/278,closed
ZalithLauncher/ZalithLauncher2,1486,none,none,,https://github.com/ZalithLauncher/ZalithLauncher2/issues/1486,open
ZalithLauncher/ZalithLauncher2,1484,none,none,,https://github.com/ZalithLauncher/ZalithLauncher2/issues/1484,open
ZalithLauncher/ZalithLauncher2,1483,none,none,,https://github.com/ZalithLauncher/ZalithLauncher2/issues/1483,open
ZalithLauncher/ZalithLauncher2,1476,none,none,,https://github.com/ZalithLauncher/ZalithLauncher2/issues/1476,closed
ZalithLauncher/ZalithLauncher2,1474,none,none,,https://github.com/ZalithLauncher/ZalithLauncher2/issues/1474,closed
ZalithLauncher/ZalithLauncher2,1475,none,none,,https://github.com/ZalithLauncher/ZalithLauncher2/issues/1475,open
ZalithLauncher/ZalithLauncher2,1462,none,none,,https://github.com/ZalithLauncher/ZalithLauncher2/issues/1462,closed
ZalithLauncher/ZalithLauncher2,1463,none,none,,https://github.com/ZalithLauncher/ZalithLauncher2/issues/1463,closed
ZalithLauncher/ZalithLauncher2,1448,none,none,,https://github.com/ZalithLauncher/ZalithLauncher2/issues/1448,closed
ZalithLauncher/ZalithLauncher2,1432,none,none,,https://github.com/ZalithLauncher/ZalithLauncher2/issues/1432,closed
ZalithLauncher/ZalithLauncher2,1441,none,none,,https://github.com/ZalithLauncher/ZalithLauncher2/issues/1441,open
ZalithLauncher/ZalithLauncher2,1447,none,none,,https://github.com/ZalithLauncher/ZalithLauncher2/issues/1447,open
ZalithLauncher/ZalithLauncher2,1434,none,none,,https://github.com/ZalithLauncher/ZalithLauncher2/issues/1434,open
ZalithLauncher/ZalithLauncher2,1360,none,none,,https://github.com/ZalithLauncher/ZalithLauncher2/issues/1360,closed
ZalithLauncher/ZalithLauncher2,1437,none,none,,https://github.com/ZalithLauncher/ZalithLauncher2/issues/1437,closed
SimonMarquis/SleepTimer,110,none,none,,https://github.com/SimonMarquis/SleepTimer/issues/110,closed
maksimowiczm/FoodYou,417,none,none,,https://github.com/maksimowiczm/FoodYou/issues/417,closed
maksimowiczm/FoodYou,312,none,none,,https://github.com/maksimowiczm/FoodYou/issues/312,open
maksimowiczm/FoodYou,420,none,none,,https://github.com/maksimowiczm/FoodYou/issues/420,open
maksimowiczm/FoodYou,28,none,none,,https://github.com/maksimowiczm/FoodYou/issues/28,closed
maksimowiczm/FoodYou,415,none,none,,https://github.com/maksimowiczm/FoodYou/issues/415,closed
maksimowiczm/FoodYou,410,none,none,,https://github.com/maksimowiczm/FoodYou/issues/410,closed
maksimowiczm/FoodYou,414,none,none,,https://github.com/maksimowiczm/FoodYou/issues/414,closed
maksimowiczm/FoodYou,404,none,none,,https://github.com/maksimowiczm/FoodYou/issues/404,closed
maksimowiczm/FoodYou,387,none,none,,https://github.com/maksimowiczm/FoodYou/issues/387,closed
maksimowiczm/FoodYou,356,none,none,,https://github.com/maksimowiczm/FoodYou/issues/356,closed
maksimowiczm/FoodYou,386,none,none,,https://github.com/maksimowiczm/FoodYou/issues/386,closed
maksimowiczm/FoodYou,360,none,none,,https://github.com/maksimowiczm/FoodYou/issues/360,closed
maksimowiczm/FoodYou,376,none,none,,https://github.com/maksimowiczm/FoodYou/issues/376,closed
maksimowiczm/FoodYou,380,none,none,,https://github.com/maksimowiczm/FoodYou/issues/380,closed
maksimowiczm/FoodYou,369,none,none,,https://github.com/maksimowiczm/FoodYou/issues/369,closed
DUpdateSystem/UpgradeAll,416,none,none,,https://github.com/DUpdateSystem/UpgradeAll/issues/416,open
DUpdateSystem/UpgradeAll,399,none,none,,https://github.com/DUpdateSystem/UpgradeAll/issues/399,open
DUpdateSystem/UpgradeAll,372,none,none,,https://github.com/DUpdateSystem/UpgradeAll/issues/372,open
DUpdateSystem/UpgradeAll,269,none,none,,https://github.com/DUpdateSystem/UpgradeAll/issues/269,open
DUpdateSystem/UpgradeAll,248,none,none,,https://github.com/DUpdateSystem/UpgradeAll/issues/248,open
DUpdateSystem/UpgradeAll,240,none,none,,https://github.com/DUpdateSystem/UpgradeAll/issues/240,open
DUpdateSystem/UpgradeAll,242,none,none,,https://github.com/DUpdateSystem/UpgradeAll/issues/242,closed
DUpdateSystem/UpgradeAll,223,none,none,,https://github.com/DUpdateSystem/UpgradeAll/issues/223,closed
DUpdateSystem/UpgradeAll,222,none,none,,https://github.com/DUpdateSystem/UpgradeAll/issues/222,closed
DUpdateSystem/UpgradeAll,193,none,none,,https://github.com/DUpdateSystem/UpgradeAll/issues/193,closed
DUpdateSystem/UpgradeAll,171,none,none,,https://github.com/DUpdateSystem/UpgradeAll/issues/171,closed
DUpdateSystem/UpgradeAll,97,none,none,,https://github.com/DUpdateSystem/UpgradeAll/issues/97,closed
Kaaveh/ComposeNews,160,none,none,,https://github.com/Kaaveh/ComposeNews/issues/160,closed
Kaaveh/ComposeNews,290,none,none,,https://github.com/Kaaveh/ComposeNews/issues/290,closed
Kaaveh/ComposeNews,291,none,none,,https://github.com/Kaaveh/ComposeNews/issues/291,closed
Kaaveh/ComposeNews,307,none,none,,https://github.com/Kaaveh/ComposeNews/issues/307,closed
Kaaveh/ComposeNews,74,none,none,,https://github.com/Kaaveh/ComposeNews/issues/74,closed
Kaaveh/ComposeNews,301,none,none,,https://github.com/Kaaveh/ComposeNews/issues/301,closed
Kaaveh/ComposeNews,273,none,none,,https://github.com/Kaaveh/ComposeNews/issues/273,closed
Kaaveh/ComposeNews,268,none,none,,https://github.com/Kaaveh/ComposeNews/issues/268,closed
Kaaveh/ComposeNews,144,none,none,,https://github.com/Kaaveh/ComposeNews/issues/144,closed
Kaaveh/ComposeNews,128,none,none,,https://github.com/Kaaveh/ComposeNews/issues/128,closed
Kaaveh/ComposeNews,224,none,none,,https://github.com/Kaaveh/ComposeNews/issues/224,closed
Kaaveh/ComposeNews,185,none,none,,https://github.com/Kaaveh/ComposeNews/issues/185,closed
Kaaveh/ComposeNews,150,none,none,,https://github.com/Kaaveh/ComposeNews/issues/150,closed
Kaaveh/ComposeNews,110,none,none,,https://github.com/Kaaveh/ComposeNews/issues/110,closed
commons-app/apps-android-commons,6455,none,none,,https://github.com/commons-app/apps-android-commons/issues/6455,closed
commons-app/apps-android-commons,6409,none,none,,https://github.com/commons-app/apps-android-commons/issues/6409,closed
commons-app/apps-android-commons,6332,none,none,,https://github.com/commons-app/apps-android-commons/issues/6332,closed
commons-app/apps-android-commons,6416,none,none,,https://github.com/commons-app/apps-android-commons/issues/6416,closed
commons-app/apps-android-commons,6411,none,none,,https://github.com/commons-app/apps-android-commons/issues/6411,closed
commons-app/apps-android-commons,6008,none,none,,https://github.com/commons-app/apps-android-commons/issues/6008,closed
commons-app/apps-android-commons,5217,none,none,,https://github.com/commons-app/apps-android-commons/issues/5217,closed
commons-app/apps-android-commons,6335,none,none,,https://github.com/commons-app/apps-android-commons/issues/6335,closed
commons-app/apps-android-commons,4465,none,none,,https://github.com/commons-app/apps-android-commons/issues/4465,closed
commons-app/apps-android-commons,5762,none,none,,https://github.com/commons-app/apps-android-commons/issues/5762,closed
commons-app/apps-android-commons,6312,pinch_zoom,complex,pinch_zoom|swipe,https://github.com/commons-app/apps-android-commons/issues/6312,closed
commons-app/apps-android-commons,6192,none,none,,https://github.com/commons-app/apps-android-commons/issues/6192,closed
commons-app/apps-android-commons,5531,none,none,,https://github.com/commons-app/apps-android-commons/issues/5531,closed
commons-app/apps-android-commons,6236,none,none,,https://github.com/commons-app/apps-android-commons/issues/6236,closed
commons-app/apps-android-commons,6314,none,none,,https://github.com/commons-app/apps-android-commons/issues/6314,closed
panpf/zoomimage,114,scroll,simple,scroll|orientation,https://github.com/panpf/zoomimage/issues/114,open
panpf/zoomimage,118,none,none,,https://github.com/panpf/zoomimage/issues/118,closed
panpf/zoomimage,121,none,none,,https://github.com/panpf/zoomimage/issues/121,closed
panpf/zoomimage,85,double_tap,simple,double_tap,https://github.com/panpf/zoomimage/issues/85,closed
panpf/zoomimage,115,none,none,,https://github.com/panpf/zoomimage/issues/115,closed
panpf/zoomimage,92,none,none,,https://github.com/panpf/zoomimage/issues/92,closed
panpf/zoomimage,109,none,none,,https://github.com/panpf/zoomimage/issues/109,closed
panpf/zoomimage,108,none,none,,https://github.com/panpf/zoomimage/issues/108,closed
panpf/zoomimage,107,none,none,,https://github.com/panpf/zoomimage/issues/107,closed
panpf/zoomimage,105,none,none,,https://github.com/panpf/zoomimage/issues/105,closed
panpf/zoomimage,106,none,none,,https://github.com/panpf/zoomimage/issues/106,closed
panpf/zoomimage,101,none,none,,https://github.com/panpf/zoomimage/issues/101,closed
panpf/zoomimage,100,none,none,,https://github.com/panpf/zoomimage/issues/100,closed
panpf/zoomimage,99,none,none,,https://github.com/panpf/zoomimage/issues/99,closed
panpf/zoomimage,91,none,none,,https://github.com/panpf/zoomimage/issues/91,closed
Mahmud0808/Iconify,929,none,none,,https://github.com/Mahmud0808/Iconify/issues/929,closed
Mahmud0808/Iconify,924,none,none,,https://github.com/Mahmud0808/Iconify/issues/924,open
Mahmud0808/Iconify,923,none,none,,https://github.com/Mahmud0808/Iconify/issues/923,closed
Mahmud0808/Iconify,922,none,none,,https://github.com/Mahmud0808/Iconify/issues/922,open
Mahmud0808/Iconify,921,none,none,,https://github.com/Mahmud0808/Iconify/issues/921,closed
Mahmud0808/Iconify,918,none,none,,https://github.com/Mahmud0808/Iconify/issues/918,closed
Mahmud0808/Iconify,882,none,none,,https://github.com/Mahmud0808/Iconify/issues/882,closed
Mahmud0808/Iconify,916,none,none,,https://github.com/Mahmud0808/Iconify/issues/916,closed
Mahmud0808/Iconify,909,none,none,,https://github.com/Mahmud0808/Iconify/issues/909,open
Mahmud0808/Iconify,894,none,none,,https://github.com/Mahmud0808/Iconify/issues/894,closed
Mahmud0808/Iconify,903,none,none,,https://github.com/Mahmud0808/Iconify/issues/903,open
Mahmud0808/Iconify,902,none,none,,https://github.com/Mahmud0808/Iconify/issues/902,closed
Mahmud0808/Iconify,889,none,none,,https://github.com/Mahmud0808/Iconify/issues/889,open
Mahmud0808/Iconify,886,none,none,,https://github.com/Mahmud0808/Iconify/issues/886,open
Mahmud0808/Iconify,885,none,none,,https://github.com/Mahmud0808/Iconify/issues/885,closed
maxrave-dev/SimpMusic,1054,none,none,,https://github.com/maxrave-dev/SimpMusic/issues/1054,closed
maxrave-dev/SimpMusic,1010,none,none,,https://github.com/maxrave-dev/SimpMusic/issues/1010,closed
maxrave-dev/SimpMusic,1386,none,none,,https://github.com/maxrave-dev/SimpMusic/issues/1386,closed
maxrave-dev/SimpMusic,1423,none,none,,https://github.com/maxrave-dev/SimpMusic/issues/1423,closed
maxrave-dev/SimpMusic,1413,none,none,,https://github.com/maxrave-dev/SimpMusic/issues/1413,closed
maxrave-dev/SimpMusic,1406,none,none,,https://github.com/maxrave-dev/SimpMusic/issues/1406,closed
maxrave-dev/SimpMusic,1553,none,none,,https://github.com/maxrave-dev/SimpMusic/issues/1553,closed
maxrave-dev/SimpMusic,1382,none,none,,https://github.com/maxrave-dev/SimpMusic/issues/1382,closed
maxrave-dev/SimpMusic,1283,none,none,,https://github.com/maxrave-dev/SimpMusic/issues/1283,closed
maxrave-dev/SimpMusic,1340,none,none,,https://github.com/maxrave-dev/SimpMusic/issues/1340,closed
maxrave-dev/SimpMusic,1067,none,none,,https://github.com/maxrave-dev/SimpMusic/issues/1067,closed
maxrave-dev/SimpMusic,1026,none,none,,https://github.com/maxrave-dev/SimpMusic/issues/1026,closed
maxrave-dev/SimpMusic,1331,none,none,,https://github.com/maxrave-dev/SimpMusic/issues/1331,closed
maxrave-dev/SimpMusic,1324,none,none,,https://github.com/maxrave-dev/SimpMusic/issues/1324,closed
maxrave-dev/SimpMusic,1316,none,none,,https://github.com/maxrave-dev/SimpMusic/issues/1316,closed
prajwalch/TorrentSearch,95,none,none,,https://github.com/prajwalch/TorrentSearch/issues/95,closed
prajwalch/TorrentSearch,57,none,none,,https://github.com/prajwalch/TorrentSearch/issues/57,closed
prajwalch/TorrentSearch,80,none,none,,https://github.com/prajwalch/TorrentSearch/issues/80,closed
prajwalch/TorrentSearch,79,none,none,,https://github.com/prajwalch/TorrentSearch/issues/79,closed
prajwalch/TorrentSearch,73,none,none,,https://github.com/prajwalch/TorrentSearch/issues/73,closed
prajwalch/TorrentSearch,64,none,none,,https://github.com/prajwalch/TorrentSearch/issues/64,closed
prajwalch/TorrentSearch,70,none,none,,https://github.com/prajwalch/TorrentSearch/issues/70,closed
prajwalch/TorrentSearch,63,scroll,simple,scroll,https://github.com/prajwalch/TorrentSearch/issues/63,closed
prajwalch/TorrentSearch,55,none,none,,https://github.com/prajwalch/TorrentSearch/issues/55,closed
prajwalch/TorrentSearch,42,none,none,,https://github.com/prajwalch/TorrentSearch/issues/42,closed
prajwalch/TorrentSearch,34,none,none,,https://github.com/prajwalch/TorrentSearch/issues/34,closed
SimonSchubert/Braincup,2,none,none,,https://github.com/SimonSchubert/Braincup/issues/2,closed
DP-Hridayan/aShellYou,190,none,none,,https://github.com/DP-Hridayan/aShellYou/issues/190,open
DP-Hridayan/aShellYou,367,none,none,,https://github.com/DP-Hridayan/aShellYou/issues/367,closed
DP-Hridayan/aShellYou,369,none,none,,https://github.com/DP-Hridayan/aShellYou/issues/369,closed
DP-Hridayan/aShellYou,370,none,none,,https://github.com/DP-Hridayan/aShellYou/issues/370,closed
DP-Hridayan/aShellYou,371,none,none,,https://github.com/DP-Hridayan/aShellYou/issues/371,open
DP-Hridayan/aShellYou,365,none,none,,https://github.com/DP-Hridayan/aShellYou/issues/365,closed
DP-Hridayan/aShellYou,360,none,none,,https://github.com/DP-Hridayan/aShellYou/issues/360,closed
DP-Hridayan/aShellYou,351,none,none,,https://github.com/DP-Hridayan/aShellYou/issues/351,closed
DP-Hridayan/aShellYou,286,none,none,,https://github.com/DP-Hridayan/aShellYou/issues/286,closed
DP-Hridayan/aShellYou,245,none,none,,https://github.com/DP-Hridayan/aShellYou/issues/245,closed
DP-Hridayan/aShellYou,278,none,none,,https://github.com/DP-Hridayan/aShellYou/issues/278,closed
DP-Hridayan/aShellYou,297,none,none,,https://github.com/DP-Hridayan/aShellYou/issues/297,closed
DP-Hridayan/aShellYou,256,none,none,,https://github.com/DP-Hridayan/aShellYou/issues/256,closed
DP-Hridayan/aShellYou,262,scroll,simple,scroll,https://github.com/DP-Hridayan/aShellYou/issues/262,closed
DP-Hridayan/aShellYou,273,none,none,,https://github.com/DP-Hridayan/aShellYou/issues/273,closed
panpf/sketch,287,none,none,,https://github.com/panpf/sketch/issues/287,closed
panpf/sketch,289,none,none,,https://github.com/panpf/sketch/issues/289,closed
panpf/sketch,284,none,none,,https://github.com/panpf/sketch/issues/284,closed
panpf/sketch,281,none,none,,https://github.com/panpf/sketch/issues/281,closed
panpf/sketch,282,none,none,,https://github.com/panpf/sketch/issues/282,closed
panpf/sketch,283,none,none,,https://github.com/panpf/sketch/issues/283,closed
panpf/sketch,276,none,none,,https://github.com/panpf/sketch/issues/276,closed
panpf/sketch,278,none,none,,https://github.com/panpf/sketch/issues/278,closed
panpf/sketch,266,scroll,simple,scroll,https://github.com/panpf/sketch/issues/266,closed
panpf/sketch,267,none,none,,https://github.com/panpf/sketch/issues/267,closed
panpf/sketch,270,none,none,,https://github.com/panpf/sketch/issues/270,closed
panpf/sketch,272,none,none,,https://github.com/panpf/sketch/issues/272,closed
panpf/sketch,273,none,none,,https://github.com/panpf/sketch/issues/273,closed
panpf/sketch,179,none,none,,https://github.com/panpf/sketch/issues/179,closed
panpf/sketch,263,none,none,,https://github.com/panpf/sketch/issues/263,closed
TechbeeAT/jtxBoard,2313,none,none,,https://github.com/TechbeeAT/jtxBoard/issues/2313,open
TechbeeAT/jtxBoard,2301,none,none,,https://github.com/TechbeeAT/jtxBoard/issues/2301,closed
TechbeeAT/jtxBoard,2290,none,none,,https://github.com/TechbeeAT/jtxBoard/issues/2290,closed
TechbeeAT/jtxBoard,2302,none,none,,https://github.com/TechbeeAT/jtxBoard/issues/2302,closed
TechbeeAT/jtxBoard,2205,none,none,,https://github.com/TechbeeAT/jtxBoard/issues/2205,closed
TechbeeAT/jtxBoard,2265,none,none,,https://github.com/TechbeeAT/jtxBoard/issues/2265,open
TechbeeAT/jtxBoard,2188,none,none,,https://github.com/TechbeeAT/jtxBoard/issues/2188,closed
TechbeeAT/jtxBoard,2284,none,none,,https://github.com/TechbeeAT/jtxBoard/issues/2284,closed
TechbeeAT/jtxBoard,1660,none,none,,https://github.com/TechbeeAT/jtxBoard/issues/1660,open
TechbeeAT/jtxBoard,2291,none,none,,https://github.com/TechbeeAT/jtxBoard/issues/2291,open
TechbeeAT/jtxBoard,2229,scroll,simple,scroll,https://github.com/TechbeeAT/jtxBoard/issues/2229,open
TechbeeAT/jtxBoard,1915,none,none,,https://github.com/TechbeeAT/jtxBoard/issues/1915,open
TechbeeAT/jtxBoard,2276,scroll,simple,scroll,https://github.com/TechbeeAT/jtxBoard/issues/2276,open
TechbeeAT/jtxBoard,2274,none,none,,https://github.com/TechbeeAT/jtxBoard/issues/2274,closed
TechbeeAT/jtxBoard,2190,scroll,simple,scroll,https://github.com/TechbeeAT/jtxBoard/issues/2190,closed
lydavid/MusicSearch,1244,none,none,,https://github.com/lydavid/MusicSearch/issues/1244,closed
lydavid/MusicSearch,2137,none,none,,https://github.com/lydavid/MusicSearch/issues/2137,open
lydavid/MusicSearch,2109,none,none,,https://github.com/lydavid/MusicSearch/issues/2109,open
lydavid/MusicSearch,2108,none,none,,https://github.com/lydavid/MusicSearch/issues/2108,closed
lydavid/MusicSearch,1624,none,none,,https://github.com/lydavid/MusicSearch/issues/1624,closed
lydavid/MusicSearch,977,none,none,,https://github.com/lydavid/MusicSearch/issues/977,closed
lydavid/MusicSearch,2105,none,none,,https://github.com/lydavid/MusicSearch/issues/2105,open
lydavid/MusicSearch,1506,none,none,,https://github.com/lydavid/MusicSearch/issues/1506,open
lydavid/MusicSearch,1641,none,none,,https://github.com/lydavid/MusicSearch/issues/1641,open
lydavid/MusicSearch,1846,none,none,,https://github.com/lydavid/MusicSearch/issues/1846,open
lydavid/MusicSearch,1673,none,none,,https://github.com/lydavid/MusicSearch/issues/1673,closed
lydavid/MusicSearch,1970,none,none,,https://github.com/lydavid/MusicSearch/issues/1970,closed
lydavid/MusicSearch,1532,scroll,simple,scroll,https://github.com/lydavid/MusicSearch/issues/1532,open
lydavid/MusicSearch,1837,none,none,,https://github.com/lydavid/MusicSearch/issues/1837,closed
lydavid/MusicSearch,1462,none,none,,https://github.com/lydavid/MusicSearch/issues/1462,open
chvp/NanoLedger,262,none,none,,https://github.com/chvp/NanoLedger/issues/262,closed
chvp/NanoLedger,441,none,none,,https://github.com/chvp/NanoLedger/issues/441,closed
chvp/NanoLedger,425,none,none,,https://github.com/chvp/NanoLedger/issues/425,closed
chvp/NanoLedger,405,none,none,,https://github.com/chvp/NanoLedger/issues/405,closed
chvp/NanoLedger,404,none,none,,https://github.com/chvp/NanoLedger/issues/404,closed
chvp/NanoLedger,302,none,none,,https://github.com/chvp/NanoLedger/issues/302,closed
chvp/NanoLedger,345,none,none,,https://github.com/chvp/NanoLedger/issues/345,closed
chvp/NanoLedger,261,none,none,,https://github.com/chvp/NanoLedger/issues/261,closed
chvp/NanoLedger,274,none,none,,https://github.com/chvp/NanoLedger/issues/274,closed
chvp/NanoLedger,240,none,none,,https://github.com/chvp/NanoLedger/issues/240,closed
chvp/NanoLedger,239,none,none,,https://github.com/chvp/NanoLedger/issues/239,closed
chvp/NanoLedger,222,none,none,,https://github.com/chvp/NanoLedger/issues/222,closed
chvp/NanoLedger,73,none,none,,https://github.com/chvp/NanoLedger/issues/73,closed
chvp/NanoLedger,197,scroll,simple,scroll,https://github.com/chvp/NanoLedger/issues/197,closed
chvp/NanoLedger,189,none,none,,https://github.com/chvp/NanoLedger/issues/189,closed
kamgurgul/cpu-info,30,none,none,,https://github.com/kamgurgul/cpu-info/issues/30,closed
kamgurgul/cpu-info,53,none,none,,https://github.com/kamgurgul/cpu-info/issues/53,closed
kamgurgul/cpu-info,111,scroll,simple,scroll,https://github.com/kamgurgul/cpu-info/issues/111,closed
kamgurgul/cpu-info,110,none,none,,https://github.com/kamgurgul/cpu-info/issues/110,closed
kamgurgul/cpu-info,102,none,none,,https://github.com/kamgurgul/cpu-info/issues/102,closed
kamgurgul/cpu-info,103,none,none,,https://github.com/kamgurgul/cpu-info/issues/103,closed
kamgurgul/cpu-info,79,none,none,,https://github.com/kamgurgul/cpu-info/issues/79,closed
kamgurgul/cpu-info,52,none,none,,https://github.com/kamgurgul/cpu-info/issues/52,closed
quran/quran_android,198,none,none,,https://github.com/quran/quran_android/issues/198,closed
quran/quran_android,316,none,none,,https://github.com/quran/quran_android/issues/316,closed
quran/quran_android,46,none,none,,https://github.com/quran/quran_android/issues/46,closed
quran/quran_android,202,none,none,,https://github.com/quran/quran_android/issues/202,closed
quran/quran_android,178,none,none,,https://github.com/quran/quran_android/issues/178,closed
quran/quran_android,402,none,none,,https://github.com/quran/quran_android/issues/402,closed
quran/quran_android,224,none,none,,https://github.com/quran/quran_android/issues/224,closed
quran/quran_android,191,none,none,,https://github.com/quran/quran_android/issues/191,closed
